OBJECTID,ADDRESS,NAME,LOCATION,TYPE,LONGITUDE,LATITUDE
163,1399 N LAKERIDGE RD,THERESA STEVENSON PARK - PLAYGROUND 1399 N LAKERIDGE RD,THERESA STEVENSON PARK,PLAYGROUND,-104.65240238300,50.50290218960
164,1910 E WAGMAN DRIVE,WILFRED WALKER MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,WILFRED WALKER MULTI,ATHLETIC FIELD,-104.55505107900,50.43984917540
165,1910 E WAGMAN DRIVE,W. WALKER PARK - OUTDOOR RINK UNBOARDED,W. WALKER PARK,OUTDOOR RINK UNBOARDED,-104.55584166600,50.44027953560
166,1910 E WAGMAN DR,WILFRED WALKER SCHOOL - OUTDOOR RINK SHELTER,WILFRED WALKER SCHOOL,OUTDOOR RINK SHELTER,-104.55604756600,50.44042839990
167,61 PLAINSVIEW DRIVE,PLAINSVIEW PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,PLAINSVIEW PARK,ATHLETIC FIELD,-104.62168815300,50.39840183100
168,61 PLAINSVIEW DR,PLAINSVIEW PARK - PLAYGROUND 61 PLAINSVIEW DR,PLAINSVIEW PARK,PLAYGROUND,-104.62210161200,50.39878013970
169,310 UPLAND DRIVE,ST. GREGORY MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,ST. GREGORY MULTI,ATHLETIC FIELD,-104.61129615600,50.49321917580
170,310 UPLAND DR,ST. GREGORY PARK - PLAYGROUND 310 UPLAND DR,ST. GREGORY PARK,PLAYGROUND,-104.61026005500,50.49314449170
171,310 UPLAND DRIVE,ST. GREGORY PARK - BALL DIAMOND BS #257,ST. GREGORY PARK,BALL DIAMOND,-104.61195831800,50.49221413460
172,1770 9th Ave N,Fire Hall No. 2,WILLIAM MOFFAT Fire Hall,Fire,-104.60575367400,50.48469307470
173,5382 2ND AVE N,KEN JENKINS SCHOOL - OUTDOOR RINK SHELTER,KEN JENKINS SCHOOL,OUTDOOR RINK SHELTER,-104.65712594900,50.47327846760
174,5382 2ND AVE N,KEN JENKINS SCHOOL - PLAYGROUND 5382 2ND AVE N,KEN JENKINS SCHOOL,PLAYGROUND,-104.65775325600,50.47288526080
175,5382 2ND AVENUE N,KEN JENKINS SCHOOL - BASKETBALL,KEN JENKINS SCHOOL,BASKETBALL,-104.65769063400,50.47280049620
176,5382 2ND AVENUE N,KEN JENKINS PARK - OUTDOOR RINK UNBOARDED,KEN JENKINS PARK,OUTDOOR RINK UNBOARDED,-104.65752923300,50.47338815030
177,222 SUNSET DRIVE,REALTORS PARK - OUTDOOR TENNIS,REALTORS PARK,OUTDOOR TENNIS,-104.63331451700,50.40968206480
178,222 SUNSET DR.,OPTIMIST - ARENA,OPTIMIST,ARENA,-104.63337382500,50.40914467950
179,222 SUNSET DRIVE,REALTORS WEST SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,REALTORS WEST SOCCER,ATHLETIC FIELD,-104.63418989200,50.41002263960
180,1301 PARKER AVENUE,QU'APPELLE SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,QU'APPELLE SOCCER,ATHLETIC FIELD,-104.60027624200,50.41264651200
181,5657 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/RIFFEL MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,LAKERIDGE SPORTS PARK/RIFFEL MULTI,ATHLETIC FIELD,-104.66101457600,50.49435379320
182,5657 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/RIFFEL - BALL DIAMOND BS #214,LAKERIDGE SPORTS PARK/RIFFEL,BALL DIAMOND,-104.66060045800,50.49522321670
183,220 CAMBRIDGE AVE,MILFORD PARK - PLAYGROUND 220 CAMBRIDGE AVE,MILFORD PARK,PLAYGROUND,-104.55142371200,50.45102149940
184,480 RINK AVE,W.H. FORD SCHOOL - PLAYGROUND 480 RINK AVE,W.H. FORD SCHOOL,PLAYGROUND,-104.66990176600,50.48812289030
185,480 Rink Ave.,W. H. Ford - Public Elementary School,W. H. Ford - Public Elementary School,Public Elementary School,-104.66942775400,50.48856973310
186,129 BROTHERTON AVENUE,DR. FERGUSON PARK - OUTDOOR RINK UNBOARDED,DR. FERGUSON PARK,OUTDOOR RINK UNBOARDED,-104.55561756000,50.45207391880
187,117 BROTHERTON AVE,DR. GEORGE FERGUSON SCHOOL - OUTDOOR RINK SHELTER,DR. GEORGE FERGUSON SCHOOL,OUTDOOR RINK SHELTER,-104.55556579700,50.45220435540
188,129 BROTHERTON AVENUE,DR. FERGUSON PARK - BALL DIAMOND BS #65,DR. FERGUSON PARK,BALL DIAMOND,-104.55504299600,50.45173758270
189,129 BROTHERTON AVENUE,DR. FERGUSON PARK - BASKETBALL,DR. FERGUSON PARK,BASKETBALL,-104.55590385700,50.45214568150
190,3507 ARBOR GROVE DRIVE,WOODLAND GROVE PARK - BASKETBALL,WOODLAND GROVE PARK,BASKETBALL,-104.53049640100,50.42369749390
191,3507 ARBOR GROVE DR,WOODLAND GROVE PARK - PLAYGROUND 3507 ARBOR GROVE DR,WOODLAND GROVE PARK,PLAYGROUND,-104.53026923500,50.42375767480
192,1197 PARK STREET,ROTHWELL FIELDS - BALL DIAMOND BS #99 or 100 or 101,ROTHWELL FIELDS,BALL DIAMOND,-104.56699993800,50.46027418780
193,216 HASTINGS CRES,HASTINGS PARK - PLAYGROUND 216 HASTINGS CRES,HASTINGS PARK,PLAYGROUND,-104.67355593000,50.48208626230
194,15 STOREY CRESCENT,STOREY PARK - BALL DIAMOND BS #213,STOREY PARK,BALL DIAMOND,-104.66904951300,50.48648950290
195,5401 SHERWOOD DRIVE,TENNIS COURT PARK - OUTDOOR TENNIS,TENNIS COURT PARK,OUTDOOR TENNIS,-104.65874274200,50.47665959370
196,4710 CASTLE RD,ST. MATTHEW SCHOOL - PLAYGROUND 4710 CASTLE RD,ST. MATTHEW SCHOOL,PLAYGROUND,-104.60482447600,50.40465170980
197,4710 Castle Rd.,St. Matthew - Separate Elementary School,St. Matthew - Separate Elementary School,Separate Elementary School,-104.60455715800,50.40448718180
198,2343 EDGAR STREET,ST. AUGUSTINE SCHOOL - BALL DIAMOND BS #79,ST. AUGUSTINE SCHOOL,BALL DIAMOND,-104.58596940100,50.44147537310
199,2343 EDGAR ST,ST. AUGUSTINE SCHOOL/JEAN VANIER INSTITUTE - PLAYGROUND 2343 EDGAR ST,ST. AUGUSTINE SCHOOL/JEAN VANIER INSTITUTE,PLAYGROUND,-104.58670322800,50.44194716770
200,2343 Edgar St.,St. Augustine - Separate Elementary School,St. Augustine - Separate Elementary School,Separate Elementary School,-104.58736380100,50.44182714960
201,425 15th Ave,Jean Vanier - Separate Elementary School,Jean Vanier - Separate Elementary School,Separate Elementary School,-104.58648235000,50.44178332370
202,1601 E. DEWDNEY AVE.,GLEN ELM BRANCH LIBRARY,GLEN ELM BRANCH LIBRARY,Library,-104.56020658200,50.45461077610
203,3100 20TH AVENUE,LAKEVIEW SCHOOL SE - BALL DIAMOND BS #17,LAKEVIEW SCHOOL SE,BALL DIAMOND,-104.62562727200,50.43191284240
204,3100 20TH AVENUE,LAKEVIEW SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,LAKEVIEW SCHOOL,ATHLETIC FIELD,-104.62603180300,50.43210124790
205,3100 20TH AVENUE,LAKEVIEW SCHOOL SW - BALL DIAMOND BS #16,LAKEVIEW SCHOOL SW,BALL DIAMOND,-104.62650183300,50.43191285940
206,3100 20TH AVENUE,LAKEVIEW SCHOOL - BASKETBALL,LAKEVIEW SCHOOL,BASKETBALL,-104.62650607000,50.43272083790
207,3100 20TH AVE,LAKEVIEW SCHOOL - PLAYGROUND 3100 20TH AVE,LAKEVIEW SCHOOL,PLAYGROUND,-104.62564128100,50.43246155450
208,3100 20th Ave.,Lakeview - Public Elementary School,Lakeview - Public Elementary School,Public Elementary School,-104.62604270800,50.43237450080
209,140 GREENWOOD CRES,ST. JOSAPHAT SCHOOL S - PLAYGROUND 140 GREENWOOD CRES,ST. JOSAPHAT SCHOOL S,PLAYGROUND,-104.68066538100,50.47564024140
210,140 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL PARK - BASKETBALL,ST. JOSAPHAT SCHOOL PARK,BASKETBALL,-104.68055199600,50.47610184280
211,140 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL SW - BALL DIAMOND BS #208,ST. JOSAPHAT SCHOOL SW,BALL DIAMOND,-104.68172595900,50.47565922430
212,140 GREENWOOD CRES,ST. JOSAPHAT SCHOOL N - PLAYGROUND 140 GREENWOOD CRES,ST. JOSAPHAT SCHOOL N,PLAYGROUND,-104.68063276800,50.47628307850
213,140 Greenwood Cr.,St. Josaphat - Separate Elementary School,St. Josaphat - Separate Elementary School,Separate Elementary School,-104.68067607900,50.47589642990
214,1250 DOVER AVENUE,DOVER PARK - BALL DIAMOND,DOVER PARK,BALL DIAMOND,-104.59758163200,50.48289080290
215,1250 DOVER AVENUE,DOVER PARK - BALL DIAMOND,DOVER PARK,BALL DIAMOND,-104.59856693400,50.48293006310
216,303 Rink Ave,Fire Hall No. 6,OMAR DIXON Fire Hall,Fire,-104.66114324400,50.48784666870
217,20 HIND STREET,HIND PARK - OUTDOOR TENNIS,HIND PARK,OUTDOOR TENNIS,-104.68076815000,50.48591853260
218,20 HIND STREET,HIND PARK - OUTDOOR RINK UNBOARDED,HIND PARK,OUTDOOR RINK UNBOARDED,-104.68076173500,50.48589031590
219,20 HIND ST,HIND PARK - PLAYGROUND 20 HIND ST,HIND PARK,PLAYGROUND,-104.68114904600,50.48637708490
220,840 ATHOL ST,KITCHNER SCHOOL - PLAYGROUND 840 ATHOL ST,KITCHNER SCHOOL,PLAYGROUND,-104.62906655700,50.46593170590
221,840 ATHOL STREET,KITCHNER SCHOOL - BASKETBALL,KITCHNER SCHOOL,BASKETBALL,-104.62924317100,50.46512645400
222,840 ATHOL STREET,KITCHNER SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,KITCHNER SCHOOL,ATHLETIC FIELD,-104.62902405300,50.46489826880
223,840 ATHOL STREET,KITCHNER SCHOOL - BALL DIAMOND,KITCHNER SCHOOL,BALL DIAMOND,-104.62857393300,50.46473289480
224,840 Athol St.,Kitchener - Public Elementary School,Kitchener - Public Elementary School,Public Elementary School,-104.62903105300,50.46540396650
225,1401 MONTAGUE ST.,DEWDNEY - OUTDOOR POOL,DEWDNEY,OUTDOOR POOL,-104.62933078100,50.45630087740
226,3355 8TH AVE,DEWDNEY POOL PARK - PLAYGROUND 3355 8TH AVE,DEWDNEY POOL PARK,PLAYGROUND,-104.62853799900,50.45607806410
227,40 TREMAINE AVE,CRAIGIE PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,CRAIGIE PARK,ATHLETIC FIELD,-104.64477232300,50.49263906740
228,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,CONNAUGHT SCHOOL,ATHLETIC FIELD,-104.63186072600,50.44434685830
229,2124 ELPHINSTONE ST,CONNAUGHT SCHOOL - PLAYGROUND 2124 ELPHINSTONE ST,CONNAUGHT SCHOOL,PLAYGROUND,-104.63232581700,50.44526991790
230,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL - BASKETBALL,CONNAUGHT SCHOOL,BASKETBALL,-104.63213638900,50.44465492610
231,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL SE - BALL DIAMOND BS #123,CONNAUGHT SCHOOL SE,BALL DIAMOND,-104.63142107200,50.44412845590
232,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL SW - BALL DIAMOND BS #124,CONNAUGHT SCHOOL SW,BALL DIAMOND,-104.63235380700,50.44411556690
233,2124 Elphinstone St.,Connaught - Public Elementary School,Connaught - Public Elementary School,Public Elementary School,-104.63179303600,50.44448122670
234,1132 MCTAVISH STREET,HERCHMER SCHOOL N - BALL DIAMOND BS #128,HERCHMER SCHOOL N,BALL DIAMOND,-104.63446857500,50.46126646330
235,1132 MCTAVISH STREET,HERCHMER SCHOOL S - BALL DIAMOND BS #133,HERCHMER SCHOOL S,BALL DIAMOND,-104.63436730600,50.46000884840
236,1132 MCTAVISH ST,HERCHMER SCHOOL - PLAYGROUND 1132 MCTAVISH ST,HERCHMER SCHOOL,PLAYGROUND,-104.63513662500,50.46083766590
237,1132 MCTAVISH STREET,HERCHMER SCHOOL - BASKETBALL,HERCHMER SCHOOL,BASKETBALL,-104.63486755800,50.46049619050
238,2015 9TH AVE N,NORTH EAST PARK NE - BALL DIAMOND BS #281 (AKA=REGINA MINOR GIRLS BALL),NORTH EAST PARK NE,BALL DIAMOND,-104.60712287700,50.48394484600
239,100 MASSEY RD.,MASSEY - OUTDOOR POOL,MASSEY,OUTDOOR POOL,-104.61037911300,50.41342830240
240,70 MASSEY ROAD,MASSEY EAST MULTI - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MASSEY EAST MULTI,ATHLETIC FIELD,-104.61045992000,50.41464699630
241,70 MASSEY RD.,MURRAY BALFOUR - ARENA,MURRAY BALFOUR,ARENA,-104.61066783600,50.41404360040
242,3910 PRINCE OF WALES DR,WASCANA CREEK PARK - PLAYGROUND 3910 PRINCE OF WALES DR,WASCANA CREEK PARK,PLAYGROUND,-104.54740023300,50.41836148040
243,6215 WHELAN DRIVE,MACNEILL SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MACNEILL SCHOOL,ATHLETIC FIELD,-104.66974783100,50.49786385270
244,6215 WHELAN DRIVE,MACNEILL SCHOOL - BASKETBALL,MACNEILL SCHOOL,BASKETBALL,-104.67101026200,50.49821321600
245,6215 WHELAN DRIVE,MACNEILL SCHOOL - BALL DIAMOND BS #215,MACNEILL SCHOOL,BALL DIAMOND,-104.67022815100,50.49798450460
246,6215 Whelan Dr.,MacNeill - Public Elementary School,MacNeill - Public Elementary School,Public Elementary School,-104.67033060700,50.49823736320
247,1127 N. ARNSON ST.,NORTHWEST LEISURE CENTRE - REC_NBHD FACILITY,NORTHWEST LEISURE CENTRE,REC_NBHD FACILITY,-104.67964138700,50.49545871180
248,1127 N. ARNASON RD.,DOUG WICKENHEISER - ARENA,DOUG WICKENHEISER,ARENA,-104.67826151400,50.49538671880
249,1127 N ARNASON ST,NORTHWEST LEISURE CENTRE - INDOOR POOL,NORTHWEST LEISURE CENTRE,INDOOR POOL,-104.67956863600,50.49547381950
250,560 ELPHINSTONE ST.,WHEAT CITY KINSMEN - ARENA,WHEAT CITY KINSMEN,ARENA,-104.63197638700,50.47005056190
251,560 ELPHINSTONE ST,REGENT POOL PARK - PLAYGROUND 560 ELPHINSTONE ST,REGENT POOL PARK,PLAYGROUND,-104.63386002100,50.47025696250
252,3600 MCKINLEY AVE.,REGENT - OUTDOOR POOL,REGENT,OUTDOOR POOL,-104.63329630800,50.47025606010
253,710 GRAHAM RD,HENRY BRAUN SCHOOL - PLAYGROUND 710 GRAHAM RD,HENRY BRAUN SCHOOL,PLAYGROUND,-104.53561632000,50.46235915250
254,710 GRAHAM RD,HENRY BRAUN PARK NW - BALL DIAMOND BS #113,HENRY BRAUN PARK NW,BALL DIAMOND,-104.53443170600,50.46238026490
255,710 GRAHAM RD,HENRY BRAUN SCHOOL - BASKETBALL,HENRY BRAUN SCHOOL,BASKETBALL,-104.53437378000,50.46174976960
256,710 GRAHAM RD,HENRY BRAUN SCHOOL - PLAYGROUND 710 GRAHAM RD,HENRY BRAUN SCHOOL,PLAYGROUND,-104.53574103400,50.46217544750
257,710 Graham Rd.,Henry Braun - Public Elementary School,Henry Braun - Public Elementary School,Public Elementary School,-104.53497995800,50.46194772690
258,3355 6TH AVENUE,ALBERT SCOTT/SCOTT COLLEGIATE NW - BALL DIAMOND BS #141,ALBERT SCOTT/SCOTT COLLEGIATE NW,BALL DIAMOND,-104.63085604800,50.45966263730
259,3355 6TH AVENUE,ALBERT SCOTT/SCOTT COLLEGIATE NE - BALL DIAMOND BS #140,ALBERT SCOTT/SCOTT COLLEGIATE NE,BALL DIAMOND,-104.62852685800,50.45966948830
260,25 MICHENER DR,UNIVERSITY PARK - OUTDOOR RINK SHELTER,UNIVERSITY PARK,OUTDOOR RINK SHELTER,-104.56276040400,50.43130084460
261,165 WINDFIELD ROAD,UNIVERSITY PARK - OUTDOOR RINK UNBOARDED,UNIVERSITY PARK,OUTDOOR RINK UNBOARDED,-104.56179326600,50.43140221730
262,25 MICHENER DR,UNIVERSITY PARK - PLAYGROUND 25 MICHENER DR,UNIVERSITY PARK,PLAYGROUND,-104.56197423500,50.43110532770
263,165 WINDFIELD ROAD,UNIVERSITY PARK - OUTDOOR RINK BOARDED,UNIVERSITY PARK,OUTDOOR RINK BOARDED,-104.56324888400,50.43144220350
264,1301 PASQUA ST,PASQUA/7TH AVE. PARK - PLAYGROUND 1301 PASQUA ST,PASQUA/7TH AVE. PARK,PLAYGROUND,-104.64014243400,50.45799454730
265,71 CAMERON ST,CAMERON PARK - PLAYGROUND 71 CAMERON ST,CAMERON PARK,PLAYGROUND,-104.62441682500,50.41135823590
266,20 WEEKES CR.,UPLANDS COMMUNITY CENTRE - REC_NBHD FACILITY,UPLANDS COMMUNITY CENTRE,REC_NBHD FACILITY,-104.60504877800,50.49583597990
267,40 WEEKES CRESCENT,RUTH PAWSON SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,RUTH PAWSON SCHOOL,ATHLETIC FIELD,-104.60567518300,50.49675147060
268,40 WEEKES CRESCENT,RUTH PAWSON SCHOOL - BASKETBALL,RUTH PAWSON SCHOOL,BASKETBALL,-104.60495539700,50.49629962160
269,40 WEEKES CRES,RUTH PAWSON SCHOOL - PLAYGROUND 40 WEEKES CRES,RUTH PAWSON SCHOOL,PLAYGROUND,-104.60454945200,50.49566932060
270,40 WEEKES CRES,RUTH PAWSON SCHOOL - OUTDOOR RINK SHELTER,RUTH PAWSON SCHOOL,OUTDOOR RINK SHELTER,-104.60514078500,50.49701006100
271,40 Weeks Cr.,Ruth Pawson - Public Elementary School,Ruth Pawson - Public Elementary School,Public Elementary School,-104.60526075100,50.49613231860
272,348 BROAD ST,HIGHLAND - CURLING CLUB,HIGHLAND,CURLING CLUB,-104.60720753100,50.47297425150
273,103 FAIRVIEW ROAD,M.J. COLDWELL SCHOOL - BALL DIAMOND BS #241,M.J. COLDWELL SCHOOL,BALL DIAMOND,-104.61238048600,50.49062277240
274,103 FAIRVIEW ROAD,M.J. COLDWELL SCHOOL - BASKETBALL,M.J. COLDWELL SCHOOL,BASKETBALL,-104.61199661600,50.49078832520
275,103 Fairview Rd.,M.J. Coldwell - Public Elementary School,M.J. Coldwell - Public Elementary School,Public Elementary School,-104.61185374700,50.49080271120
276,1801 MONTREAL ST,CORE COMMUNITY PARK - PLAYGROUND 1801 MONTREAL ST,CORE COMMUNITY PARK,PLAYGROUND,-104.59810581500,50.45000113870
277,1801 MONTREAL ST,CORE COMMUNITY PARK - BASKETBALL,CORE COMMUNITY PARK,BASKETBALL,-104.59799898900,50.45019414200
278,4315 COLLEGE AVENUE,LEWVAN FIELDS/ST. JAMES PARK - BALL DIAMOND BS #164,LEWVAN FIELDS/ST. JAMES PARK,BALL DIAMOND,-104.64266489400,50.44060005090
279,84 OAKVIEW DRIVE,OAKVIEW PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,OAKVIEW PARK,ATHLETIC FIELD,-104.61366581700,50.48785705750
280,3303 GRANT ROAD,COMMUNITY GARDENS BUILDING,Wascana Centre,Wascana Centre,-104.59757892800,50.40702134880
281,1069 E 14TH AVENUE,COCHRANE HIGH SCHOOL - BASKETBALL,COCHRANE HIGH SCHOOL,BASKETBALL,-104.56720292900,50.44363614830
282,1069 E. 14th Ave.,Cochrane High School - Public High School,Cochrane High School - Public High School,Public High School,-104.56822807700,50.44295946410
283,335 N GARNET ST,GLADYS MCDONALD SCHOOL - BASKETBALL,GLADYS MCDONALD SCHOOL,BASKETBALL,-104.62600214700,50.48115644480
284,335 N GARNET ST,GLADYS MCDONALD SCHOOL - PLAYGROUND 335 N GARNET ST,GLADYS MCDONALD SCHOOL,PLAYGROUND,-104.62588231600,50.48133374290
285,335 N. Garnet St.,Gladys McDonald - Public Elementary School,Gladys McDonald - Public Elementary School,Public Elementary School,-104.62593031300,50.48094422110
286,2960 WASCANA DRIVE,WASCANA PLACE ADMINISTRATION BUILDING,Wascana Centre,Wascana Centre,-104.60673058000,50.43248431810
287,1399 N LAKERIDGE RD,THERESA STEVENSON PARK - BALL DIAMOND BS #86,THERESA STEVENSON PARK,BALL DIAMOND,-104.65443534700,50.50139785420
288,139 TORONTO STREET,MCDERMID SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCDERMID SCHOOL,ATHLETIC FIELD,-104.59730053900,50.47669390960
289,139 TORONTO STREET,MCDERMID SCHOOL - OUTDOOR RINK UNBOARDED,MCDERMID SCHOOL,OUTDOOR RINK UNBOARDED,-104.59754636000,50.47675111420
290,139 TORONTO STREET,MCDERMID SCHOOL - BASKETBALL,MCDERMID SCHOOL,BASKETBALL,-104.59826978300,50.47640739930
291,125 TORONTO ST,MCDERMID SCHOOL - PLAYGROUND 125 TORONTO ST,MCDERMID SCHOOL,PLAYGROUND,-104.59802881100,50.47676470260
292,125 TORONTO ST,MCDERMID SCHOOL - OUTDOOR RINK SHELTER,MCDERMID SCHOOL,OUTDOOR RINK SHELTER,-104.59762245300,50.47690573920
293,139 TORONTO STREET,MCDERMID SCHOOL - BALL DIAMOND BS #250,MCDERMID SCHOOL,BALL DIAMOND,-104.59704961800,50.47582673320
294,139 Toronto St.,McDermid - Public Elementary School,McDermid - Public Elementary School,Public Elementary School,-104.59772330600,50.47611227500
295,1564 N DEVONSHIRE DR,EWART PARK - PLAYGROUND 1564 N DEVONSHIRE DR,EWART PARK,PLAYGROUND,-104.66785684200,50.50431217800
296,2128 DUFFERIN RD,DAFFODIL PARK - PLAYGROUND 2128 DUFFERIN RD,DAFFODIL PARK,PLAYGROUND,-104.60729191800,50.40409509700
297,424 UNIVERSITY PARK DRIVE,GARDINER PARK - OUTDOOR TENNIS,GARDINER PARK,OUTDOOR TENNIS,-104.55384735400,50.43759497330
298,424 UNIVERSITY PARK DR,GARDINER PARK - PLAYGROUND 424 UNIVERSITY PARK DR,GARDINER PARK,PLAYGROUND,-104.55309626600,50.43757209910
299,3350 7TH AVENUE,SCOTT COLLEGIATE - OUTDOOR TENNIS,SCOTT COLLEGIATE,OUTDOOR TENNIS,-104.63036751300,50.45856290270
300,1264 ATHOL ST.,ALBERT SCOTT COMMUNITY CENTRE - REC_NBHD FACILITY,ALBERT SCOTT COMMUNITY CENTRE,REC_NBHD FACILITY,-104.62904443200,50.45864744670
301,1264 ATHOL ST,NORTH CENTRAL COMMUNITY SERVICE CENTRE,NORTH CENTRAL COMMUNITY SERVICE CENTRE,Police,-104.62860273100,50.45862301330
302,3350 7th Ave.,Scott Collegiate - Public High School,Scott Collegiate - Public High School,Public High School,-104.62957418100,50.45873347210
303,5310 4TH AVENUE,ROSEMONT SCHOOL PARK - OUTDOOR RINK BOARDED,ROSEMONT SCHOOL PARK,OUTDOOR RINK BOARDED,-104.65658414900,50.46343863430
304,5310 4TH AVENUE,ROSEMONT SCHOOL PARK - OUTDOOR RINK UNBOARDED,ROSEMONT SCHOOL PARK,OUTDOOR RINK UNBOARDED,-104.65665907100,50.46311507780
305,5310 4TH AVENUE,ROSEMONT SCHOOL PARK - BALL DIAMOND BS #137,ROSEMONT SCHOOL PARK,BALL DIAMOND,-104.65688781400,50.46403122440
306,3010 PRINCESS ST,CAEN PARK - PLAYGROUND 3010 PRINCESS ST,CAEN PARK,PLAYGROUND,-104.63662357100,50.43133721200
307,6015 MIKKELSON DRIVE,ST. FRANCIS PARK NE - BALL DIAMOND BS #158,ST. FRANCIS PARK NE,BALL DIAMOND,-104.66691270700,50.46474229280
308,6015 MIKKELSON DRIVE,ST. FRANCIS PARK SE - BALL DIAMOND BS #160,ST. FRANCIS PARK SE,BALL DIAMOND,-104.66796384900,50.46406822430
309,6015 MIKKELSON DRIVE,ST. FRANCIS PARK - OUTDOOR RINK UNBOARDED,ST. FRANCIS PARK,OUTDOOR RINK UNBOARDED,-104.66720642400,50.46522509610
310,6015 MIKKELSON DR,ST. FRANCIS PARK - OUTDOOR RINK SHELTER,ST. FRANCIS PARK,OUTDOOR RINK SHELTER,-104.66690349100,50.46536586390
311,6015 MIKKELSON DRIVE,ST. FRANCIS PARK NW - BALL DIAMOND BS #157,ST. FRANCIS PARK NW,BALL DIAMOND,-104.66808757300,50.46482342210
312,1 FIRST NATIONS WAY,First Nations University of Canada - Regina,First Nations University of Canada - Regina,Other School,-104.58316187300,50.41853055270
313,1 FIRST NATIONS WAY,SIFC BUILDING,University of Regina,University of Regina,-104.58214136200,50.41937275800
314,3118 14TH AVENUE,HOLY ROSARY - ATHLETIC FIELD SOCCER ATHLETIC FIELD,HOLY ROSARY,ATHLETIC FIELD,-104.62754494600,50.44428946990
315,3118 14TH AVENUE,HOLY ROSARY PARK - BALL DIAMOND,HOLY ROSARY PARK,BALL DIAMOND,-104.62796070000,50.44413769250
316,1500 Royal St.,Luther High School - 1500 Royal St.,Luther High School - 1500 Royal St.,Other School,-104.65172135600,50.45389206200
317,5002 MCTAVISH STREET,NEW ALBERT PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,NEW ALBERT PARK,ATHLETIC FIELD,-104.63605536400,50.39863398010
318,5002 MCTAVISH ST,NEW ALBERT PARK - PLAYGROUND 5002 MCTAVISH ST,NEW ALBERT PARK,PLAYGROUND,-104.63495168300,50.39844853230
319,342 N HALIFAX STREET,ST. ANNE PARK - BALL DIAMOND BS #256,ST. ANNE PARK,BALL DIAMOND,-104.60442254200,50.48265495030
320,342 N HALIFAX STREET,ST. ANNE PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ST. ANNE PARK,ATHLETIC FIELD,-104.60507869500,50.48296737450
321,1225 E 9TH AVENUE,GLEN ELM SCHOOL - BASKETBALL,GLEN ELM SCHOOL,BASKETBALL,-104.56597056500,50.45288856520
322,1225 E. 9th Ave.,Glen Elm - Public Elementary School,Glen Elm - Public Elementary School,Public Elementary School,-104.56567635000,50.45319025530
323,520 E ASSINIBOINE AVENUE,PRODUCTION GREENHOUSE,Wascana Centre,Wascana Centre,-104.57676670000,50.42539056840
324,520 E ASSINIBOINE AVENUE,WINTER WATERFOWL DISPLAY BUILDING,Wascana Centre,Wascana Centre,-104.57728923000,50.42455918830
325,132 Victoria Ave,Fire Hall No. 7,LOUIS YANKO Fire Hall,Fire,-104.58339610200,50.44753274360
326,2930 E 7TH AVENUE,HOWELL PARK - OUTDOOR TENNIS,HOWELL PARK,OUTDOOR TENNIS,-104.54328427000,50.45930075140
327,1100 MCINTOSH STREET,MARTIN COLLEGIATE - BALL DIAMOND BS #135,MARTIN COLLEGIATE,BALL DIAMOND,-104.65638554000,50.46267442520
328,1100 MCINTOSH STREET,MARTIN COLLEGIATE SOUTH - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MARTIN COLLEGIATE SOUTH,ATHLETIC FIELD,-104.65609338100,50.46155164710
329,1100 MCINTOSH STREET,MARTIN COLLEGIATE NORTH - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MARTIN COLLEGIATE NORTH,ATHLETIC FIELD,-104.65446053400,50.46247625190
330,1100 MCINTOSH STREET,MARTIN COLLEGIATE - OUTDOOR TENNIS,MARTIN COLLEGIATE,OUTDOOR TENNIS,-104.65498986300,50.46191988110
331,1100 McIntosh St.,Martin Collegiate - Public High School,Martin Collegiate - Public High School,Public High School,-104.65458453800,50.46177876190
